,Country,Fulfill Via,Shipment Mode,Sub Classification,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
1968,Namibia,From RDC,Air,HIV test,100,90,6479.1,71.99,0.72,Yes,21.0,1730.41,10.37
1970,Kenya,From RDC,Truck,HIV test,25,2688,53760.0,20.0,0.8,Yes,965.0,838.83,86.02
1971,Nigeria,From RDC,Truck,Pediatric,240,1000,1920.0,1.92,0.01,Yes,346.0,1988.9,3.07
1972,Haiti,From RDC,Air,Pediatric,240,1440,3024.0,2.1,0.01,Yes,538.0,7100.67,4.84
1976,Haiti,From RDC,Air,Pediatric,180,150,2544.0,16.96,0.09,Yes,702.0,8762.02,4.07
1978,Nigeria,From RDC,Air,Adult,60,13380,20739.0,1.55,0.03,Yes,925.0,9185.15,33.18
1979,Nigeria,From RDC,Air,Adult,60,1001,9359.35,9.35,0.16,Yes,82.0,1151.48,14.97
1981,Kenya,From RDC,Air,HIV test,20,4926,157632.0,32.0,1.6,Yes,2695.0,11898.8,252.21
1983,Nigeria,From RDC,Air,Adult,30,25000,300250.0,12.01,0.4,Yes,6124.0,13353.34,480.4
1984,Haiti,From RDC,Air,Pediatric,240,2613,5487.3,2.1,0.01,Yes,979.0,11836.61,8.78
1985,Zambia,From RDC,Truck,Adult,60,20989,71362.6,3.4,0.06,Yes,1162.0,3629.37,139.87
1986,Rwanda,From RDC,Truck,Adult,60,4703,15049.6,3.2,0.05,Yes,455.0,3754.14,29.5
1988,Côte d'Ivoire,From RDC,Air,Adult,60,3000,76740.0,25.58,0.43,Yes,187.0,5110.42,150.41
1989,Rwanda,From RDC,Air,Adult,60,10530,25693.2,2.44,0.04,Yes,544.0,5029.05,50.36
1992,Sierra Leone,From RDC,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,163.0,7795.0,25.6
1993,Côte d'Ivoire,From RDC,Air,Pediatric,200,1200,1680.0,1.4,0.01,Yes,115.0,1297.57,3.29
1994,Nigeria,From RDC,Air,Adult,30,37666,988732.5,26.25,0.88,Yes,3273.0,6443.63,1937.92
2000,Haiti,From RDC,Air,Adult,60,450,11452.5,25.45,0.42,Yes,47.0,1432.88,22.45
2001,Nigeria,From RDC,Air,Adult,30,4200,49224.0,11.72,0.39,Yes,621.0,4099.51,78.76
2002,Tanzania,From RDC,Air,Adult,60,2011,14881.4,7.4,0.12,Yes,6650.0,36855.6,23.81
2006,Nigeria,From RDC,Air,Adult,60,7876,11971.52,1.52,0.03,Yes,5588.0,18617.93,23.46
2009,Zambia,From RDC,Truck,Adult,30,100000,2625000.0,26.25,0.88,Yes,88190.0,11519.94,5145.0
2011,Côte d'Ivoire,From RDC,Air,Adult,60,19290,138888.0,7.2,0.12,Yes,2096.0,19495.73,272.22
2012,Côte d'Ivoire,From RDC,Air,Pediatric,200,800,1120.0,1.4,0.01,Yes,77.0,1286.0,2.2
2013,Zambia,From RDC,Air,Adult,30,20880,250768.8,12.01,0.4,Yes,1603.0,8539.26,401.23
2015,Nigeria,From RDC,Air Charter,Adult,60,63940,728916.0,11.4,0.19,Yes,7189.0,11492.86,1428.68
2016,Nigeria,From RDC,Air Charter,Adult,60,4314,49179.6,11.4,0.19,Yes,485.0,22985.73,96.39
2022,Côte d'Ivoire,From RDC,Air,Pediatric,240,352,5280.0,15.0,0.06,Yes,125.0,1328.03,10.35
2023,Haiti,From RDC,Air,Pediatric,240,274,4110.0,15.0,0.06,Yes,98.0,1763.84,8.06
2024,Mozambique,From RDC,Air,Adult,60,10808,127534.4,11.8,0.2,Yes,1320.0,6759.55,249.97
2026,Nigeria,From RDC,Air,Adult,30,2067,54258.75,26.25,0.88,Yes,235.0,2922.53,106.35
2029,Côte d'Ivoire,From RDC,Air,Pediatric,90,1680,25636.8,15.26,0.17,Yes,3337.0,9936.96,50.25
2032,Mozambique,From RDC,Air,Adult,180,616,30800.0,50.0,0.28,Yes,227.0,1943.05,60.37
2034,Zambia,From RDC,Truck,Adult,30,100000,1100000.0,11.0,0.37,Yes,7736.0,10069.54,2156.0
2038,Haiti,From RDC,Air,Adult,60,18750,56250.0,3.0,0.05,Yes,111.0,12448.02,110.25
2040,Côte d'Ivoire,From RDC,Air,Adult,30,26710,259621.2,9.72,0.32,Yes,1866.0,6111.2,508.86
2042,Uganda,From RDC,Air,Adult,60,1604,11420.48,7.12,0.12,Yes,120.0,1670.63,22.38
2043,Uganda,From RDC,Air,Adult,60,4340,30900.8,7.12,0.12,Yes,322.0,3017.15,60.57
2044,Zambia,From RDC,Truck,Adult,30,12740,140140.0,11.0,0.37,Yes,987.0,2448.71,274.67
2045,Zambia,From RDC,Truck,Adult,30,120000,960000.0,8.0,0.27,Yes,9022.0,4506.18,1881.6
2046,Nigeria,From RDC,Air Charter,Adult,60,4314,49179.6,11.4,0.19,Yes,486.0,7445.8,96.39
2047,Nigeria,From RDC,Air Charter,Adult,60,41949,478218.6,11.4,0.19,Yes,4724.0,7445.8,937.31
2049,Haiti,From RDC,Air,Adult,60,108,162.0,1.5,0.02,Yes,78.0,6811.4,0.32
2050,Mozambique,From RDC,Truck,Adult,60,17000,121040.0,7.12,0.12,Yes,4374.0,1799.88,237.24
2053,Uganda,From RDC,Air,Adult,60,19650,223027.5,11.35,0.19,Yes,2237.0,15250.99,437.13
2054,Zambia,From RDC,Truck,Adult,60,52481,373664.72,7.12,0.12,Yes,5586.0,6759.28,732.38
2056,Uganda,From RDC,Air,Adult,30,1795,47118.75,26.25,0.88,Yes,160.0,2590.35,92.35
2059,Nigeria,From RDC,Air Charter,Adult,60,52920,603288.0,11.4,0.19,Yes,5960.0,9341.49,1182.44
2060,Zambia,From RDC,Truck,Adult,30,4000,24880.0,6.22,0.21,Yes,1900.0,4997.46,48.76
2062,Ethiopia,From RDC,Air,Adult,60,4500,10980.0,2.44,0.04,Yes,658.0,4311.22,21.52
2064,Uganda,From RDC,Air,Adult,60,300,438.0,1.46,0.02,Yes,20.0,667.17,0.94
2065,Uganda,From RDC,Air,Adult,60,589,4435.17,7.53,0.13,Yes,33.0,747.17,9.56
2066,Ethiopia,From RDC,Air,Adult,60,20000,58000.0,2.9,0.05,Yes,2190.0,7573.92,125.05
2067,Ethiopia,From RDC,Air,Adult,60,25540,74066.0,2.9,0.05,Yes,2031.0,6774.59,159.69
2070,Zambia,From RDC,Air,Adult,60,3334,118357.0,35.5,0.59,Yes,161.0,7441.23,67.98
2073,Côte d'Ivoire,From RDC,Air,Adult,30,10000,162500.0,16.25,0.54,Yes,898.0,3002.0,67.98
2076,Côte d'Ivoire,From RDC,Air,Adult,60,9000,67500.0,7.5,0.12,Yes,972.0,3162.0,67.98
2077,Côte d'Ivoire,From RDC,Air,Adult,60,1000,10250.0,10.25,0.17,Yes,114.0,1470.0,67.98
2078,Côte d'Ivoire,From RDC,Air,Adult,30,456,7752.0,17.0,0.57,Yes,682.0,2527.0,67.98
2080,Côte d'Ivoire,From RDC,Air,Adult,30,8148,132405.0,16.25,0.54,Yes,741.0,2656.0,67.98
2084,Mozambique,From RDC,Air,Adult,60,1019,71330.0,70.0,1.17,Yes,138.0,439.17,67.98
2085,Mozambique,From RDC,Air,Adult,120,801,32921.1,41.1,0.34,Yes,333.0,630.23,67.98
2090,Nigeria,From RDC,Air,Adult,60,903,6953.1,7.7,0.13,Yes,57.0,1339.8,11.12
2091,Zimbabwe,From RDC,Air,Adult,30,2800,45528.0,16.26,0.54,Yes,246.0,1130.49,67.98
2092,Zambia,From RDC,Air,Pediatric,240,237,5095.5,21.5,0.09,Yes,85.0,759.41,8.15
2095,Côte d'Ivoire,From RDC,Air,Adult,60,7426,79309.68,10.68,0.18,Yes,3073.0,7947.0,126.9
2096,Zambia,From RDC,Air,Adult,60,79029,282133.53,3.57,0.06,Yes,7393.0,30412.53,451.41
2097,Côte d'Ivoire,From RDC,Air,Adult,60,1161,2496.15,2.15,0.04,Yes,399.0,4200.78,3.99
2098,Rwanda,From RDC,Air,Adult,180,112,5600.0,50.0,0.28,Yes,24.0,1161.0,8.96
2099,Rwanda,From RDC,Air,HIV test,20,92,2944.0,32.0,1.6,Yes,28.0,1604.96,4.71
2101,Tanzania,From RDC,Air,HIV test,100,422,58658.0,139.0,1.39,Yes,3093.0,1547.0,93.85
2102,Tanzania,From RDC,Air,Adult,60,29489,314942.52,10.68,0.18,Yes,2670.0,7533.0,503.91
2110,Rwanda,From RDC,Air,HIV test,20,1883,60256.0,32.0,1.6,Yes,627.0,7670.04,96.41
2111,Zambia,From RDC,Air,Pediatric,240,1000,16500.0,16.5,0.07,Yes,355.0,1886.39,26.4
2114,Rwanda,From RDC,Air,HIV test,30,1883,31069.5,16.5,0.55,Yes,752.0,4436.76,49.71
2116,Mozambique,From RDC,Air,HIV test,20,3480,111360.0,32.0,1.6,Yes,2766.0,10698.63,178.18
2119,Guyana,From RDC,Air,Adult,60,1848,17556.0,9.5,0.16,Yes,402.0,4807.0,28.09
2126,Namibia,From RDC,Air,HIV test,25,200,15000.0,75.0,3.0,Yes,122.0,1100.4,24.0
2127,Zambia,From RDC,Air,Adult,60,60440,205496.0,3.4,0.06,Yes,5725.0,15671.53,328.79
2129,Ethiopia,From RDC,Air,Adult,60,1797,17071.5,9.5,0.16,Yes,170.0,892.0,27.31
2131,Ethiopia,From RDC,Air,Adult,60,1255,4267.0,3.4,0.06,Yes,120.0,1318.0,6.83
2137,Zimbabwe,From RDC,Truck,Adult,60,1560,14820.0,9.5,0.16,Yes,147.0,1671.84,23.71
2138,Zambia,From RDC,Air,Adult,60,8251,227150.03,27.53,0.46,Yes,822.0,3303.52,363.44
2140,Zambia,From RDC,Air,Pediatric,240,1004,6224.8,6.2,0.03,Yes,358.0,1778.7,9.96
2142,Namibia,From RDC,Air,Adult,30,19000,228190.0,12.01,0.4,Yes,1485.0,3016.95,365.1
2143,Kenya,From RDC,Truck,HIV test,25,1842,36840.0,20.0,0.8,Yes,662.0,261.86,58.94
2146,Haiti,From RDC,Air,Adult,60,1057,3593.8,3.4,0.06,Yes,100.0,1651.0,5.75
2147,Guyana,From RDC,Air,HIV test,20,45,1215.0,27.0,1.35,Yes,13.0,798.58,1.94
2148,Nigeria,From RDC,Air,Adult,60,447,679.44,1.52,0.03,Yes,1054.0,2722.38,1.09
2149,Tanzania,From RDC,Air,Adult,30,32997,409822.74,12.42,0.41,Yes,2867.0,10288.1,655.72
2151,Zambia,From RDC,Air,Adult,60,50000,472500.0,9.45,0.16,Yes,4655.0,2347.91,756.0
2152,Uganda,From RDC,Air,Adult,30,860,10328.6,12.01,0.4,Yes,76.0,675.0,16.53
2155,Uganda,From RDC,Air,Adult,60,7296,96890.88,13.28,0.22,Yes,824.0,3182.52,155.03
2156,Zambia,From RDC,Air,Pediatric,240,30563,60209.11,1.97,0.01,Yes,10621.0,37199.06,96.33
2157,Haiti,From RDC,Air,Adult,60,16752,158306.4,9.45,0.16,Yes,1580.0,11572.0,253.29
2158,Nigeria,From RDC,Air,Adult,60,850,1317.5,1.55,0.03,Yes,555.0,10575.63,2.11
2163,Zambia,From RDC,Air,Pediatric,300,1260,51786.0,41.1,0.14,Yes,1185.0,2350.53,82.86
2164,Zambia,From RDC,Air,Pediatric,90,3330,53280.0,16.0,0.18,Yes,404.0,2313.55,85.25
2168,Uganda,From RDC,Air,Pediatric,240,6036,12675.6,2.1,0.01,Yes,2253.0,15923.41,20.28
2169,Namibia,From RDC,Air,HIV test,25,229,17175.0,75.0,3.0,Yes,140.0,1286.7,27.48
2171,Tanzania,From RDC,Air,Adult,30,17000,211140.0,12.42,0.41,Yes,6007.0,20395.6,337.82
2173,Zambia,From RDC,Air,Adult,30,50000,600500.0,12.01,0.4,Yes,3897.0,15007.8,960.8
2175,Botswana,From RDC,Truck,HIV test,100,200,14398.0,71.99,0.72,Yes,1693.0,1220.73,23.04
2178,Kenya,From RDC,Truck,HIV test,100,2000,159980.0,79.99,0.8,Yes,490.0,405.97,255.97
2182,Namibia,From RDC,Air,HIV test,20,763,24416.0,32.0,1.6,Yes,441.0,6148.1,39.07
2185,Haiti,From RDC,Air,Pediatric,30,1446,3239.04,2.24,0.07,Yes,83.0,1608.72,6.35
2187,Côte d'Ivoire,From RDC,Air,Adult,60,27224,254544.4,9.35,0.16,Yes,2506.0,23382.04,498.91
2188,Côte d'Ivoire,From RDC,Air,Adult,60,21360,83304.0,3.9,0.06,Yes,1567.0,21821.95,163.28
2189,Côte d'Ivoire,From RDC,Air,Adult,60,10000,118000.0,11.8,0.2,Yes,1456.0,5048.32,231.28
2192,Uganda,From RDC,Air,Adult,30,1166,30607.5,26.25,0.88,Yes,145.0,1742.25,59.99
2194,Nigeria,From RDC,Air,Adult,60,1300,3770.0,2.9,0.05,Yes,65.0,1020.98,6.03
2196,Zambia,From RDC,Air,Adult,60,39068,132831.2,3.4,0.06,Yes,4510.0,3540.35,212.53
2197,Nigeria,From RDC,Air,Adult,30,45000,1181250.0,26.25,0.88,Yes,3951.0,11584.54,1890.0
2201,Zambia,From RDC,Truck,Pediatric,60,3600,27900.0,7.75,0.13,Yes,750.0,813.75,44.64
2202,Zambia,From RDC,Truck,Adult,30,50000,600500.0,12.01,0.4,Yes,3841.0,3558.49,960.8
2204,Nigeria,From RDC,Air,Adult,30,196,2677.36,13.66,0.46,Yes,12.0,900.0,4.28
2205,Ethiopia,From RDC,Air,Adult,60,22918,163176.16,7.12,0.12,Yes,1689.0,9189.57,319.83
2206,Tanzania,From RDC,Truck,Adult,30,883,15011.0,17.0,0.57,Yes,70.0,1169.9,29.42
2207,Côte d'Ivoire,From RDC,Air,Pediatric,240,2976,5713.92,1.92,0.01,Yes,209.0,5463.97,11.2
2209,Kenya,From RDC,Truck,HIV test,20,168,5376.0,32.0,1.6,Yes,56.0,167.44,8.6
2210,Nigeria,From RDC,Air,Adult,60,4124,6392.2,1.55,0.03,Yes,273.0,7363.74,12.53
2213,Zambia,From RDC,Truck,Adult,30,100000,2625000.0,26.25,0.88,Yes,9000.0,14036.31,5145.0
2214,Nigeria,From RDC,Air,Adult,30,1030,12071.6,11.72,0.39,Yes,251.0,1960.81,19.31
2216,Nigeria,From RDC,Air Charter,Adult,60,26616,303422.4,11.4,0.19,Yes,2993.0,15128.37,594.71
2217,Uganda,From RDC,Air,Adult,60,5131,60545.8,11.8,0.2,Yes,691.0,8252.73,118.67
2221,Ethiopia,From RDC,Air,Adult,60,107556,765798.72,7.12,0.12,Yes,14450.0,14144.68,1500.97
2225,Nigeria,From RDC,Air,Adult,30,13473,148203.0,11.0,0.37,Yes,1146.0,3680.33,290.48
2227,Nigeria,From RDC,Air,Adult,30,662,17377.5,26.25,0.88,Yes,62.0,6443.61,34.06
2228,Nigeria,From RDC,Air Charter,Adult,60,11661,132935.4,11.4,0.19,Yes,1311.0,11492.86,260.55
2230,Ethiopia,From RDC,Air,Adult,60,5000,43800.0,8.76,0.15,Yes,403.0,1719.65,85.85
2233,Nigeria,From RDC,Air Charter,Adult,30,25000,275000.0,11.0,0.37,Yes,2267.0,15128.37,539.0
2234,Mozambique,From RDC,Air,Adult,60,630,976.5,1.55,0.03,Yes,42.0,1217.37,1.91
2236,Zimbabwe,From RDC,Air,Adult,60,4000,16000.0,4.0,0.07,Yes,305.0,2698.04,31.36
2238,Nigeria,From RDC,Air Charter,Adult,30,27439,720273.75,26.25,0.88,Yes,2561.0,15128.47,1411.74
2239,Haiti,From RDC,Air,Adult,30,7323,71179.56,9.72,0.32,Yes,631.0,7584.12,139.51
2241,Uganda,From RDC,Air,Adult,60,60,89.4,1.49,0.02,Yes,4.0,526.41,0.18
2246,Nigeria,From RDC,Air,Adult,60,1747,15303.72,8.76,0.15,Yes,148.0,1012.18,30.0
2249,Haiti,From RDC,Air,Pediatric,30,1428,3198.72,2.24,0.07,Yes,83.0,7789.85,6.27
2250,Nigeria,From RDC,Air Charter,Adult,30,24269,637061.25,26.25,0.88,Yes,2094.0,7329.83,1248.64
2251,Uganda,From RDC,Air,Adult,60,10372,119900.32,11.56,0.19,Yes,1312.0,14569.14,235.0
2252,Nigeria,From RDC,Air Charter,Adult,30,27314,716992.5,26.25,0.88,Yes,2363.0,7329.83,1405.31
2253,Zambia,From RDC,Truck,Adult,30,92000,1058000.0,11.5,0.38,Yes,7579.0,6759.28,2073.68
2255,Nigeria,From RDC,Air Charter,Adult,60,5800,66120.0,11.4,0.19,Yes,654.0,7445.8,129.6
2256,Nigeria,From RDC,Air Charter,Adult,30,22730,596662.5,26.25,0.88,Yes,1977.0,7445.8,1169.46
2257,Côte d'Ivoire,From RDC,Air Charter,Adult,30,3280,31881.6,9.72,0.32,Yes,229.0,1854.88,62.49
2260,Mozambique,From RDC,Truck,Adult,60,76000,541120.0,7.12,0.12,Yes,5597.0,1799.88,1060.6
2261,Rwanda,From RDC,Air,Adult,60,8766,21389.04,2.44,0.04,Yes,447.0,4257.01,41.92
2263,Uganda,From RDC,Air,Adult,60,24000,210240.0,8.76,0.15,Yes,5748.0,38957.51,412.07
2266,Zambia,From RDC,Truck,Adult,30,92000,1058000.0,11.5,0.38,Yes,7678.0,6759.28,2073.68
2267,Zambia,From RDC,Truck,Adult,30,92095,1059092.5,11.5,0.38,Yes,7686.0,6759.28,2075.82
2270,Côte d'Ivoire,From RDC,Air,Adult,30,666,7825.5,11.75,0.39,Yes,54.0,1713.01,15.34
2271,Tanzania,From RDC,Truck,Adult,60,9243,235234.35,25.45,0.42,Yes,936.0,2233.61,461.06
2272,Zambia,From RDC,Truck,Adult,60,61520,438022.4,7.12,0.12,Yes,23888.0,13518.56,858.52
2273,Nigeria,From RDC,Air Charter,Adult,60,40230,458622.0,11.4,0.19,Yes,4531.0,30983.24,898.9
2274,Nigeria,From RDC,Air Charter,Adult,60,1756,20018.4,11.4,0.19,Yes,198.0,9341.49,39.24
2275,Côte d'Ivoire,From RDC,Air,Pediatric,240,1547,2970.24,1.92,0.01,Yes,581.0,1234.9,5.82
2277,Ethiopia,From RDC,Air,Adult,60,4234,10330.96,2.44,0.04,Yes,212.0,1489.4,20.25
2280,Zambia,From RDC,Air,Adult,30,13941,80578.98,5.78,0.19,Yes,986.0,5097.09,173.73
2281,Uganda,From RDC,Air,Adult,60,60,240.0,4.0,0.07,Yes,4.0,396.08,0.52
2282,Ethiopia,From RDC,Air,Adult,60,4460,12934.0,2.9,0.05,Yes,250.0,1366.22,27.89
2283,Zimbabwe,From RDC,Air,Adult,30,7000,113750.0,16.25,0.54,Yes,581.0,1886.21,67.98
2286,Mozambique,From RDC,Air,Pediatric,240,650,2567.5,3.95,0.02,Yes,193.0,478.51,67.98
2289,Botswana,From RDC,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,164.0,1225.37,67.98
2290,Côte d'Ivoire,From RDC,Air,Adult,30,8148,132405.0,16.25,0.54,Yes,742.0,2658.0,67.98
2295,Zambia,From RDC,Air,Pediatric,240,192,4128.0,21.5,0.09,Yes,70.0,650.12,67.98
2296,Rwanda,From RDC,Air,Adult,60,3431,11356.61,3.31,0.06,Yes,216.0,2520.47,67.98
2301,Côte d'Ivoire,From RDC,Air,Adult,60,4374,37266.48,8.52,0.14,Yes,230.0,1432.0,67.98
2304,Zambia,From RDC,Air,Pediatric,240,350,7525.0,21.5,0.09,Yes,124.0,874.57,12.04
2307,Tanzania,From RDC,Air,Adult,60,11807,42150.99,3.57,0.06,Yes,1050.0,3291.0,67.44
2309,Côte d'Ivoire,From RDC,Air,Adult,30,55032,110064.0,2.0,0.07,Yes,3673.0,12438.0,176.1
2314,Mozambique,From RDC,Air,HIV test,20,2500,80000.0,32.0,1.6,Yes,841.0,3818.4,128.0
2316,Tanzania,From RDC,Air,Pediatric,90,1987,64418.54,32.42,0.36,Yes,238.0,2465.0,103.07
2318,Zambia,From RDC,Air,Adult,60,16974,125607.6,7.4,0.12,Yes,1732.0,7927.55,200.97
2319,Zambia,From RDC,Air,Pediatric,90,604,9664.0,16.0,0.18,Yes,72.0,723.59,15.46
2321,Zimbabwe,From RDC,Truck,HIV test,25,2492,49840.0,20.0,0.8,Yes,738.0,3085.84,79.74
2323,Zambia,From RDC,Air,Adult,60,1381,2416.75,1.75,0.03,Yes,232.0,1320.08,3.87
2329,Zambia,From RDC,Air,Adult,30,25338,314697.96,12.42,0.41,Yes,1974.0,7836.6,503.52
2333,Ethiopia,From RDC,Air,Adult,60,3145,9560.8,3.04,0.05,Yes,162.0,810.86,15.3
2335,Côte d'Ivoire,From RDC,Air,Adult,60,6200,10850.0,1.75,0.03,Yes,354.0,4147.9,17.36
2336,Zambia,From RDC,Air,Adult,120,12240,503064.0,41.1,0.34,Yes,2662.0,9736.5,804.9
2337,Zambia,From RDC,Air,Pediatric,300,746,30660.6,41.1,0.14,Yes,88.0,1566.21,49.06
2338,Haiti,From RDC,Air,Adult,60,42000,142800.0,3.4,0.06,Yes,3957.0,32483.5,228.48
2339,Zambia,From RDC,Truck,Adult,60,77724,264261.6,3.4,0.06,Yes,8554.0,24405.0,422.82
2340,Ethiopia,From RDC,Air,Adult,60,12745,43333.0,3.4,0.06,Yes,1197.0,8332.0,69.33
2341,Nigeria,From RDC,Air,Adult,60,4836,99138.0,20.5,0.34,Yes,531.0,3228.0,158.62
2342,Côte d'Ivoire,From RDC,Air,Adult,120,2121,87173.1,41.1,0.34,Yes,465.0,2206.0,139.48
2343,Ethiopia,From RDC,Air,Adult,30,67624,839890.08,12.42,0.41,Yes,5840.0,20222.4,1343.82
2346,Zambia,From RDC,Air,Adult,60,58680,199512.0,3.4,0.06,Yes,5557.0,15245.25,319.22
2347,Zambia,From RDC,Air,Adult,30,14465,179655.3,12.42,0.41,Yes,1135.0,4428.75,287.45
2353,Ethiopia,From RDC,Air,Pediatric,240,3326,7150.9,2.15,0.01,Yes,1225.0,4485.25,11.44
2354,Côte d'Ivoire,From RDC,Air,Adult,60,35600,263440.0,7.4,0.12,Yes,3731.0,6778.91,421.5
2355,Côte d'Ivoire,From RDC,Air,Adult,60,371,3524.5,9.5,0.16,Yes,4689.0,8321.29,5.64
2356,Zimbabwe,From RDC,Air,HIV test,25,9700,194000.0,20.0,0.8,Yes,2907.0,12781.58,310.4
2357,Haiti,From RDC,Air,Pediatric,180,70,1187.2,16.96,0.09,Yes,30.0,933.09,1.9
2364,Zimbabwe,From RDC,Truck,Adult,60,9732,72016.8,7.4,0.12,Yes,911.0,2705.71,115.23
2365,Haiti,From RDC,Air,HIV test,100,345,23115.0,67.0,0.67,Yes,60.0,1328.2,36.98
2366,Tanzania,From RDC,Truck,Adult,30,75000,900750.0,12.01,0.4,Yes,15566.0,9330.0,1441.2
2367,Zambia,From RDC,Air,Adult,60,6597,62671.5,9.5,0.16,Yes,617.0,2891.6,100.27
2368,Tanzania,From RDC,Air,Adult,60,155319,1149360.6,7.4,0.12,Yes,28334.0,80239.66,1838.98
2370,Mozambique,From RDC,Air,Adult,30,33787,419634.54,12.42,0.41,Yes,6081.0,3316.9,671.42
2373,Uganda,From RDC,Air,Adult,60,800,7560.0,9.45,0.16,Yes,75.0,935.8,12.1
2374,Tanzania,From RDC,Truck,Adult,60,112191,1060204.95,9.45,0.16,Yes,10453.0,8831.92,1696.33
2377,Ethiopia,From RDC,Air,Pediatric,200,3000,4200.0,1.4,0.01,Yes,342.0,1850.7,6.72
2382,Haiti,From RDC,Air,Adult,60,3115,25387.25,8.15,0.14,Yes,178.0,2599.0,40.62
2383,Tanzania,From RDC,Air,Adult,60,6722,63859.0,9.5,0.16,Yes,634.0,1108.08,102.17
2384,Zambia,From RDC,Truck,Adult,30,55000,660550.0,12.01,0.4,Yes,3925.0,2196.18,1056.88
2385,Côte d'Ivoire,From RDC,Air,Adult,60,17621,59911.4,3.4,0.06,Yes,1650.0,3428.5,95.86
2388,Haiti,From RDC,Air,Adult,60,1925,15688.75,8.15,0.14,Yes,111.0,1355.06,25.1
2391,Pakistan,From RDC,Air,HIV test,20,10,320.0,32.0,1.6,Yes,3.0,400.75,0.51
2393,Tanzania,From RDC,Air,Adult,60,75318,114483.36,1.52,0.03,Yes,5040.0,22965.4,183.17
2396,Uganda,From RDC,Air,Adult,60,500,775.0,1.55,0.03,Yes,33.0,578.24,1.24
2398,Mozambique,From RDC,Air,Adult,336,180,0.0,0.0,0.0,Yes,256.0,2765.64,0.0
2401,Zambia,From RDC,Truck,Adult,60,50000,170000.0,3.4,0.06,Yes,2809.0,3629.37,333.2
2402,Zambia,From RDC,Air,Pediatric,240,1800,3780.0,2.1,0.01,Yes,671.0,5110.76,7.41
2403,Nigeria,From RDC,Air,Pediatric,200,36,50.4,1.4,0.01,Yes,4.0,857.17,0.1
2405,Nigeria,From RDC,Air,Adult,30,15000,393750.0,26.25,0.88,Yes,1309.0,7463.74,630.0
2406,Zambia,From RDC,Truck,Adult,30,50000,600500.0,12.01,0.4,Yes,3817.0,4579.42,960.8
2408,Kenya,From RDC,Truck,HIV test,20,1250,40000.0,32.0,1.6,Yes,393.0,157.5,78.4
2409,Nigeria,From RDC,Air,Adult,30,20000,525000.0,26.25,0.88,Yes,1741.0,10665.71,840.0
2410,Uganda,From RDC,Ocean,Adult,30,1166,2332.0,2.0,0.07,Yes,71.0,1240.0,4.57
2414,Côte d'Ivoire,From RDC,Air,Adult,60,22566,67698.0,3.0,0.05,Yes,2113.0,5574.06,132.69
2415,Uganda,From RDC,Air,Adult,60,88,1038.4,11.8,0.2,Yes,10.0,1002.2,2.04
2416,Uganda,From RDC,Air,Adult,30,9,99.0,11.0,0.37,Yes,1.0,966.37,0.19
2418,Nigeria,From RDC,Air,Adult,60,11142,17270.1,1.55,0.03,Yes,739.0,6315.3,33.85
2419,Côte d'Ivoire,From RDC,Air,Pediatric,240,1643,3450.3,2.1,0.01,Yes,483.0,7293.9,6.76
2423,Nigeria,From RDC,Air,Adult,30,14000,154000.0,11.0,0.37,Yes,1169.0,13538.35,301.84
2429,Côte d'Ivoire,From RDC,Air,Adult,30,36391,386472.42,10.62,0.35,Yes,4156.0,11180.32,757.49
2431,Nigeria,From RDC,Air Charter,Adult,60,15944,181761.6,11.4,0.19,Yes,1793.0,11492.86,356.25
2433,Zambia,From RDC,Truck,Pediatric,60,4200,32550.0,7.75,0.13,Yes,867.0,2938.92,63.8
2435,Côte d'Ivoire,From RDC,Air,Adult,60,5259,15777.0,3.0,0.05,Yes,294.0,5432.93,30.92
2436,Zambia,From RDC,Truck,Adult,30,60000,660000.0,11.0,0.37,Yes,5144.0,13853.29,1293.6
2437,Mozambique,From RDC,Air,Adult,60,26292,310245.6,11.8,0.2,Yes,3218.0,15990.35,608.08
2438,Nigeria,From RDC,Air Charter,Adult,60,71422,814210.8,11.4,0.19,Yes,8016.0,15128.37,1595.85
2439,Uganda,From RDC,Air,Adult,120,80,3288.0,41.1,0.34,Yes,19.0,1381.64,6.44
2440,Nigeria,From RDC,Air,Adult,30,17933,470741.25,26.25,0.88,Yes,1564.0,16864.58,922.65
2441,Nigeria,From RDC,Air Charter,Adult,60,10000,93500.0,9.35,0.16,Yes,905.0,15128.37,183.26
2443,Nigeria,From RDC,Air Charter,Adult,30,23991,275896.5,11.5,0.38,Yes,2096.0,15128.37,540.76
2444,Haiti,From RDC,Air,Pediatric,180,98,1662.08,16.96,0.09,Yes,28.0,988.24,3.26
2445,Côte d'Ivoire,From RDC,Air,Adult,60,6476,56729.76,8.76,0.15,Yes,540.0,4881.06,111.19
2446,Nigeria,From RDC,Ocean,Adult,60,13334,152007.6,11.4,0.19,Yes,1626.0,17096.24,297.93
2452,Nigeria,From RDC,Air Charter,Adult,60,12000,17880.0,1.49,0.02,Yes,789.0,7329.83,35.04
2453,Namibia,From RDC,Air,Adult,30,5000,50000.0,10.0,0.33,Yes,419.0,2317.2,98.0
